question,sentence,label,idx
What kind of weapon did Tesla talk about?,Tesla described the weapon as capable of being used against ground-based infantry or for anti-aircraft purposes.,1,383
What is the translation of the old north branch of rhe Rhine?,"During periods of lower sea levels within the various ice ages, the Rhine took a left turn, creating the Channel River, the course of which now lies below the English Channel.",1,1637
How many horsepower did Tesla's bladeless turbine have?,"During 1910–1911 at the Waterside Power Station in New York, several of his bladeless turbine engines were tested at 100–5,000 hp.",1,2980
How many campuses does the California State University have?,"Amongst these include 5 University of California campuses (Irvine, Los Angeles, Riverside, Santa Barbara, and San Diego); 12 California State University campuses (Bakersfield, Channel Islands, Dominguez Hills, Fullerton, Los Angeles, Long Beach, Northridge, Pomona, San Bernardino, San Diego, San Marcos, and San Luis Obispo); and private institutions such as the California Institute of Technology, Chapman University, the Claremont Colleges (Claremont McKenna College, Harvey Mudd College, Pitzer College, Pomona College, and Scripps College), Loma Linda University, Loyola Marymount University, Occidental College, Pepperdine University, University of Redlands, University of San Diego, and the University of Southern California.",0,1100
What was Iqbal studying in England and Germany?,"While studying law and philosophy in England and Germany, Iqbal became a member of the London branch of the All India Muslim League.",0,5439
What was Tesla's monthly consultant salary?,"Westinghouse also hired Tesla for one year for the large fee of $2,000 ($52,700 in today's dollars) per month to be a consultant at the Westinghouse Electric & Manufacturing Company's Pittsburgh labs.",0,1025
What percentage of funds were given as charitable funds to causes in and around San Francisco?,"Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area.",0,3744
Which canal was dug in France to carry Rhine's water?,"On the French side, the Grand Canal d'Alsace was dug, which carries a significant part of the river water, and all of the traffic.",0,4295
What is the oldest known rock in the world?,The sedimentary sequences of the mid-continental United States and the Grand Canyon in the southwestern United States contain almost-undeformed stacks of sedimentary rocks that have remained in place since Cambrian time.,1,796
How long ago did oxygen reach 10% of its present level?,"When such oxygen sinks became saturated, free oxygen began to outgas from the oceans 3–2.7 billion years ago, reaching 10% of its present level around 1.7 billion years ago.",0,456
What nationality is the band Coldplay?,"On January 7, 2016, Pepsi confirmed to the Associated Press that Beyoncé, who headlined the Super Bowl XLVII halftime show and collaborated with Coldplay on the single ""Hymn for the Weekend"", would be making an appearance.",1,5088
"After the operators are warned by the escape of the steam, what may they then do?","If they were any larger, the volume of escaping steam would itself endanger the crew.[citation needed]",1,836
"Which of ABC's main production facilities is located in Hollywood, CA?","All of ABC's owned-and-operated stations and affiliates have had their own facilities and studios, but transverse entities have been created to produce national programming.",1,870
What kind of committee considered legislation on the development of the Edinburgh Tram Network?,A further type of committee is normally set up to scrutinise private bills submitted to the Scottish Parliament by an outside party or promoter who is not a member of the Scottish Parliament or Scottish Government.,1,981
What nationality is the band Coldplay?,"On December 3, the league confirmed that the show would be headlined by the British rock group Coldplay.",0,1051
How big can ctenophora grow?,Their most distinctive feature is the ‘combs’ – groups of cilia which they use for swimming – they are the largest animals that swim by means of cilia.,1,1262
Who lost 3 yards on a tackle by Shaq Thompson?,"First, linebacker Shaq Thompson tackled Ronnie Hillman for a 3-yard loss.",0,3151
The uniflow engine is an attempt to fix an issue that arises in what cycle?,"Uniflow engines attempt to remedy the difficulties arising from the usual counterflow cycle where, during each stroke, the port and the cylinder walls will be cooled by the passing exhaust steam, whilst the hotter incoming admission steam will waste some of its energy in restoring working temperature.",0,4186
Which uses of sculpture are represented in the collection?,The sculpture collection at the V&A is the most comprehensive holding of post-classical European sculpture in the world.,1,3262
Which Doctors were featured in The Four Doctors?,"In 2010, Peter Davison, Colin Baker, Sylvester McCoy and Paul McGann came together again to star in the audio drama The Four Doctors.",0,4906
Where does the Rhine encounter it's tributary the Neckar?,The Rhine is the longest river in Germany.,0,2162
Which department sponsors the Victoria and Albert Museum?,"The museum is a non-departmental public body sponsored by the Department for Culture, Media and Sport.",0,4895
What are the three construction subsectors?,The Standard Industrial Classification and the newer North American Industry Classification System have a classification system for companies that perform or otherwise engage in construction.,1,1133
"According to the wealth concentration theory, what advantage do the wealthy have in accumulating new wealth?","Over time, wealth condensation can significantly contribute to the persistence of inequality within society.",1,369
When did the Steven Spielberg movie Duel first debut?,"On the television side, in September 1969, ABC launched the Movie of the Week, a weekly showcase aimed at capitalizing on the growing success of made-for-TV movies since the early 1960s.",1,4503
What is the biggest ABC subchannel affiliate by the size of markets?,"The E. W. Scripps Company is the largest operator of ABC stations in terms of overall market reach, owning 15 ABC-affiliated stations (including affiliates in larger markets such as Cleveland, Phoenix, Detroit and Denver), and through its ownership of Phoenix affiliate KNXV, Las Vegas affiliate KTNV-TV and Tucson affiliate KGUN-TV, the only provider of ABC programming for the majority of Arizona (outside of the Yuma-El Centro market) and Southern Nevada.",1,3073
What charity benefited from the 30th anniversary show?,"In 1993, for the franchise's 30th anniversary, another charity special, titled Dimensions in Time was produced for Children in Need, featuring all of the surviving actors who played the Doctor and a number of previous companions.",0,2012
How much time was left in the game when Denver took the score to 24-10?,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9.",1,96
What are the exchanged particles predicted by the standard Model?,The Standard Model predicts that exchanged particles called gauge bosons are the fundamental means by which forces are emitted and absorbed.,0,4612
What is student motivation about school linked to?,Useful teacher-to-student interactions are crucial in linking academic success with personal achievement.,1,2344
How much did Capital Cities Communications purchase ABC and its properties for?,"Due to an FCC ban on same-market ownership of television and radio stations by a single company (although the deal would have otherwise complied with new ownership rules implemented by the FCC in January 1985, that allowed broadcasters to own a maximum of 12 television stations), ABC and Capital Cities respectively decided to sell WXYZ-TV and Tampa independent station WFTS-TV to the E. W. Scripps Company (although Capital Cities/ABC originally intended to seek a cross-ownership waiver to retain WXYZ and Capital Cities-owned radio stations WJR and WHYT).",1,62
What is the weather type of Mallee and upper Wimmera?,The Mallee and upper Wimmera are Victoria's warmest regions with hot winds blowing from nearby semi-deserts.,0,4216
What modern math concept did Zhu Shijie do work similar to?,Zhu used a method of elimination to reduce the simultaneous equations to a single equation with only one unknown.,1,4556
"In 1992, what percentage of East German students attended private schools?",Percent of students in private high schools reached 11.1%.,1,271
What countries are the Doctor Who DVDs available to purchase?,"A wide selection of serials are available from BBC Video on DVD, on sale in the United Kingdom, Australia, Canada and the United States.",0,2664
"How much was the Apollo project estimated to have cost from 1959 to 1973, the length of the program?","The Space Review estimated in 2010 the cost of Apollo from 1959 to 1973 as $20.4 billion, or $109 billion in 2010 dollars.",0,2356
What was given to high schools where former students went on to play or coach in a Super Bowl?,"Gold footballs were given to each high school that has had a player or coach appear in the Super Bowl, and ""homecoming"" events were also held by Super Bowl-winning teams at games.",0,3533
How did Luther smuggle 12 nuns out of a convent during the rebellion?,"At the time of their marriage, Katharina was 26 years old and Luther was 41 years old.",1,3175
What is Kenya known for?,"The climate is cooler in the savannah grasslands around the capital city, Nairobi, and especially closer to Mount Kenya, which has snow permanently on its peaks.",1,5051
Who founded Telnet,It initially used ARPANET technology but changed the host interface to X.25 and the terminal interface to X.29.,1,4907
What aspect of Western medicine did the Chinese dislike?,"No Chinese translation of Western medical works is known, but it is possible that the Chinese had access to Avicenna's The Canon of Medicine.",1,4499
What injury did Thomas Davis suffer in the NFC Championship?,"Despite this, he insisted he would still find a way to play in the Super Bowl.",1,4086
Which NFL team represented the AFC at Super Bowl 50?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,1,3541
What words are inscribed on the mace of parliament?,"The words There shall be a Scottish Parliament, which are the first words of the Scotland Act, are inscribed around the head of the mace, which has a formal ceremonial role in the meetings of Parliament, reinforcing the authority of the Parliament in its ability to make laws.",1,4024
Which company provides train service in Fresno?,Passenger rail service is provided by Amtrak San Joaquins.,0,1850
Why was ABC forced to sell its interests in international networks in the 70s?,"As a result, ABC was forced to sell all of its interests in international networks, mainly in Japan and Latin America, in the 1970s.",1,588
What can hurt a teacher's mental and physical health?,"Stress can be caused by organizational change, relationships with students, fellow teachers, and administrative personnel, working environment, expectations to substitute, long hours with a heavy workload, and inspections.",1,5387
Who was the famous Huguenot theologian and writer in London?,"Both before and after the 1708 passage of the Foreign Protestants Naturalization Act, an estimated 50,000 Protestant Walloons and Huguenots fled to England, with many moving on to Ireland and elsewhere.",1,366
The complexity of problems often depends on what?,"Of course, the notion of hard problems depends on the type of reduction being used.",0,3613
What percentage of British children are educated at GSCE level in fee-paying schools?,"The name ""public school"" is based on the fact that the schools were open to pupils from anywhere, and not merely to those from a certain locality, and of any religion or occupation.",1,4379
Where does centripetal force go?,This means that the unbalanced centripetal force felt by any object is always directed toward the center of the curving path.,0,506
Who covered the halftime coverage?,"Westwood One will carry the game throughout North America, with Kevin Harlan as play-by-play announcer, Boomer Esiason and Dan Fouts as color analysts, and James Lofton and Mark Malone as sideline reporters.",1,663
In what year did the serial format change for the Doctor Who series?,"As in the early ""classic"" era, each episode, whether standalone or part of a larger story, has its own title.",1,1868
In what time frame did Tesla weigh almost exactly the same amount?,"He was an elegant, stylish figure in New York City, meticulous in his grooming, clothing, and regimented in his daily activities.",1,496
"In 2013-14, NBC finished behind what network in the ratings?",ABC itself would finish the season in third place as Fox crashed to fourth in both demographics.,1,677
How many botanical gardens does Warsaw have?,Warsaw has also two botanic gardens: by the Łazienki park (a didactic-research unit of the University of Warsaw) as well as by the Park of Culture and Rest in Powsin (a unit of the Polish Academy of Science).,0,1943
How many seasons did the original Doctor Who run?,"Occasionally serials were loosely connected by a storyline, such as season 8 being devoted to the Doctor battling a rogue Time Lord called The Master, season 16's quest for The Key to Time, season 18's journey through E-Space and the theme of entropy, and season 20's Black Guardian Trilogy.",1,323
"In 1940, what percentage of the population in Fresno was Asian?","In 1940, the Census Bureau reported Fresno's population as 94.0% white, 3.3% black and 2.7% Asian.",0,4034
What is the frequency of the radio station WBT in North Carolina?,"In North Carolina, WBT (1110 AM) will carry the game, with Mick Mixon on play-by-play and Eugene Robinson and Jim Szoke on color commentary.",0,4005
What is the name for a response of the immune system that damages the body's native tissues?,They are divided into four classes (Type I – IV) based on the mechanisms involved and the time course of the hypersensitive reaction.,1,3208
What did the Ominde Commission do?,"After Kenya's independence on 12 December 1963, an authority named the Ominde Commission was formed to introduce changes that would reflect the nation's sovereignty.",1,2992
How many companies were listed on the WSE on August 2009?,"Today, the Warsaw Stock Exchange (WSE) is, according to many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009.",0,4719
What is tuition for 2012 - 13 year at Harvard?,"For the 2012–13 school year annual tuition was $38,000, with a total cost of attendance of $57,000.",0,891
How long was each episode of Doctor Who?,"The first serial had been completed and the BBC believed it was crucial that the next one be a success, but The Mutants was the only script ready to go, so the show had little choice but to use it.",1,4709
What did the reforms cause?,"When the town council asked Luther to return, he decided it was his duty to act.",1,4931
"In what episode does the ""Fall of the Eleventh"" happen?","In the 2013 episode ""The Time of the Doctor,"" the Eleventh Doctor clarified he was the product of the twelfth regeneration, due to a previous incarnation which he chose not to count and one other aborted regeneration.",0,5396
When did Tesla depart from Colorado Springs?,"His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.",1,2019
What Irish cities had Huguenot mayors in the 1600s and 1700s?,"A French church in Portarlington dates back to 1696, and was built to serve the significant new Huguenot community in the town.",1,3708
What building materials were used to build the main façade?,"The main façade, built from red brick and Portland stone, stretches 720 feet (220 m) along Cromwell Gardens and was designed by Aston Webb after winning a competition in 1891 to extend the museum.",0,3911
Where did Turabi place students sympathetic to his views?,His National Islamic Front first gained influence when strongman General Gaafar al-Nimeiry invited members to serve in his government in 1979.,1,457
How much can the SP alter income tax in Scotland?,The specific devolved matters are all subjects which are not explicitly stated in Schedule 5 to the Scotland Act as reserved matters.,1,1468
Goldenson proposed a merger between UPT and what network in October 1954?,"Goldenson added to the confusion when, in October 1954, he proposed a merger between UPT and the DuMont Television Network, which was also mired in financial trouble.",0,3270
What is the dispensary subject to in a majority of countries?,"In most countries, the dispensary is subject to pharmacy legislation; with requirements for storage conditions, compulsory texts, equipment, etc., specified in legislation.",0,4965
Between which two streets along Kearney Boulevard were wealthy African-Americans at one time residing?,"A small, two-lane rural road for most of its length, Kearney Boulevard is lined with tall palm trees.",1,3801
In what calcium containing body part is oxygen a part?,"Of the organic compounds with biological relevance, carbohydrates contain the largest proportion by mass of oxygen.",1,4045
Which actor was a replacement for Doctor Who due to the illness of the main actor?,"Other original plays have been staged as amateur productions, with other actors playing the Doctor, while Terry Nation wrote The Curse of the Daleks, a stage play mounted in the late 1960s, but without the Doctor.",1,477
When was the IPCC Fourth Assessment Report published?,The section discussed the divergence problem affecting certain tree ring data.,1,3130
Who conducted this survey?,"A study by the American Association of University Women reported that 9.6% of students in the United States claim to have received unwanted sexual attention from an adult associated with education; be they a volunteer, bus driver, teacher, administrator or other adult; sometime during their educational career.",0,3309
What is the dispensary subject to in a majority of countries?,"Where it was once the case that pharmacists stayed within the dispensary compounding/dispensing medications, there has been an increasing trend towards the use of trained pharmacy technicians while the pharmacist spends more time communicating with patients.",1,5275
What present-day company did BankAmericard turn into?,"After a troubled gestation during which its creator resigned, BankAmericard went on to become the first successful credit card; that is, a financial instrument that was usable across a large number of merchants and also allowed cardholders to revolve a balance (earlier financial products could do one or the other but not both).",1,777
Where do plenary meetings take place?,Chamber debates and committee meetings are open to the public.,1,2158
In which year did the museum started charging free admission fees?,"Like other national British museums, entrance to the museum has been free since 2001.",0,3268
What was ABC's viewership share in 1993?,"By that year, ABC had a total viewership share of 23.63% of American households, just below the limit of 25% imposed by the FCC.",0,2938
The Rhine Gorge is between Koblenz and what other city?,The Rhine Gorge between Rüdesheim am Rhein and Koblenz is listed as a UNESCO World Heritage Site.,0,4798
When was Japan accepted as an Arab-friendly state?,"On November 7, 1973, the Saudi and Kuwaiti governments declared Japan a ""nonfriendly"" country to encourage it to change its noninvolvement policy.",1,5342
For which Doctor did Keff McCulloch provide the theme?,Keff McCulloch provided the new arrangement for the Seventh Doctor's era which lasted from season 24 (1987) until the series' suspension in 1989.,0,4705
Which findings suggested that the region was densely populated?,"However, recent anthropological findings have suggested that the region was actually densely populated.",0,221
What was the corporate entity American Broadcasting-Paramount Theatres renamed in 1965?,"In 1965, the corporate entity, American Broadcasting-Paramount Theatres, was renamed as the American Broadcasting Companies,  while its cinema division became ABC Theatres;[citation needed] its recording division was renamed ABC Records in 1966.",0,1749
Who registered the most sacks on the team this season?,"The Panthers defense gave up just 308 points, ranking sixth in the league, while also leading the NFL in interceptions with 24 and boasting four Pro Bowl selections.",1,4217
When did internet pharmacies begin to come into being?,"Since about the year 2000, a growing number of Internet pharmacies have been established worldwide.",0,5432
What kind of fiction is Tesla's work featured in?,The impact of the technologies invented or envisioned by Tesla is a recurring theme in several types of science fiction.,0,2737
What crime drama debuted on ABC in September 1994?,"Daniel Burke departed from Capital Cities/ABC in February 1994, with Thomas Murphy taking over as president before ceding control to Robert Iger.",1,2361
What court is able to interpret European Union law?,"Although the European Union does not have a codified constitution, like every political body it has laws which ""constitute"" its basic governance structure.",1,3685
What company created Doctor Who?,Since the creation of the Doctor,1,597
Who handled play-by-play for the Denver radio market?,The flagship stations of each station in the markets of each team will carry their local play-by-play calls.,1,735
What are white blood cells known as?,"Leukocytes (white blood cells) act like independent, single-celled organisms and are the second arm of the innate immune system.",0,2756
What is rubisco's flaw?,"This is a big problem, since O2 is produced by the initial light reactions of photosynthesis, causing issues down the line in the Calvin cycle which uses rubisco.",1,4764
What is the upper house of the Parliament of Victoria called?,"At state level, the Parliament of Victoria consists of the Legislative Assembly (the lower house) and the Legislative Council (the upper house).",0,2576
What does the Ruhr provide to it's community?,The Ruhr currently provides the region with drinking water.,0,1983
What is the name of the Pulitzer Prize novelist who was also a university alumni?,"In literature, author of the New York Times bestseller",1,5271
What was the name of the count of Apulia,The Albanian forces could not take part in the ensuing battle because it had started before their arrival.,1,3584
Which TFEU article defines the ordinary legislative procedure that applies for majority of EU acts?,"This means, legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission: it is harder to change EU law than stay the same.",1,3877
Who did the Panthers play to advance to the Super Bowl?,"The Panthers beat the Seattle Seahawks in the divisional round, running up a 31–0 halftime lead and then holding off a furious second half comeback attempt to win 31–24, avenging their elimination from a year earlier.",1,3177
Which Doctor Who-related song reached Number One in the UK?,"In 1988 the band The Justified Ancients of Mu Mu (later known as The KLF) released the single ""Doctorin' the Tardis"" under the name The Timelords, which reached No. 1 in the UK and No. 2 in Australia; this version incorporated several other songs, including ""Rock and Roll Part 2"" by Gary Glitter (who recorded vocals for some of the CD-single remix versions of ""Doctorin' the Tardis"").",0,479
How many members are on the Warsaw City Counil?,"Legislative power in Warsaw is vested in a unicameral Warsaw City Council (Rada Miasta), which comprises 60 members.",0,4426
"When using a probabilistic algorithm, how is the probability that the number is composite expressed mathematically?","If we repeat the test n times and pass every time, then the probability that our number is composite is 1/(1-p)n, which decreases exponentially with the number of tests, so we can be as sure as we like (though never perfectly sure) that the number is prime.",0,3411
When did Maududi found the Jamaat-e-Islami party?,Maududi founded the Jamaat-e-Islami party in 1941 and remained its leader until 1972.,0,4020
What were the two Huguenot neighborhoods created in Berlin?,"In Berlin, the Huguenots created two new neighbourhoods: Dorotheenstadt and Friedrichstadt.",0,2571
How could human inequality be addressed without resulting in an increase of environmental damage?,"The smaller the economic inequality, the more waste and pollution is created, resulting in many cases, in more environmental degradation.",1,2687
What position did Justin Tucker play?,"Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issues, and during a week 6 game earlier in the 2015 season, a portion of the turf collapsed under Baltimore Ravens kicker Justin Tucker, causing him to slip and miss a field goal, although the field has not had any major issues since.",0,237
What percentage of New Zealand students attended private schools in April 2014?,"As of April 2014, there are 88 private schools in New Zealand, catering for around 28,000 students or 3.7% of the entire student population.",0,875
What is usually the goal of taking a plea bargain?,"Sometimes the prosecution proposes a plea bargain to civil disobedients, as in the case of the Camden 28, in which the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time.",0,3789
What year did Robert J. Shiller win an Economics Nobel prize?,2013 Economics Nobel prize winner Robert J. Shiller said that rising inequality in the United States and elsewhere is the most important problem.,0,4578
Who originally hosted Who Wants to Be a Millionaire for ABC?,"Hosted throughout its ABC tenure by Regis Philbin, the program became a major ratings success throughout its initial summer run, which led ABC to renew Millionaire as a regular series, returning on January 18, 2000.",0,2912
What is an expression that can be used to illustrate the suspected inequality of complexity classes?,"For instance P ⊆ NP ⊆ PP ⊆ PSPACE, but it is possible that P = PSPACE.",0,2568
"This person proposed explanations for the origins of earthquakes and the formation of mountains, what was his name?","Drawing from Greek and Indian scientific literature that were not destroyed by the Muslim conquests, the Persian scholar Ibn Sina (Avicenna, 981–1037) proposed detailed explanations for the formation of mountains, the origin of earthquakes, and other topics central to modern geology, which provided an essential foundation for the later development of the science.",0,2517
What do Plastoglobuli exchange contents with?,"In old or stressed chloroplasts, plastoglobuli tend to occur in linked groups or chains, still always anchored to a thylakoid.",1,4347
"Which two groups have cells bound by inter-cell connections and membranes, muscles, a nervous system and sensory organs?","Ctenophores are distinguished from all other animals by having colloblasts, which are sticky and adhere to prey, although a few ctenophore species lack them.",1,1181
Who masterminded many terror attacks?,"Saudi Arabia attempted to compensate for its loss of prestige among these groups by repressing those domestic Islamists who attacked it (bin Laden being a prime example), and increasing aid to Islamic groups (Islamist madrassas around the world and even aiding some violent Islamist groups) that did not, but its pre-war influence on behalf of moderation was greatly reduced.",1,3081
When did these rebellions take place?,"A series of three small civil wars known as the Huguenot rebellions broke out, mainly in southwestern France, between 1621 and 1629.",0,3233
How many yards did the Broncos' defense give up?,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296).",0,1068
How many research centers does the university run on campus?,The university operates 12 research institutes and 113 research centers on campus.,0,327
What is the effect of testosterone on the male immune system?,"By contrast, male sex hormones such as testosterone seem to be immunosuppressive.",0,3907
How many Kenyans are non-religious?,"In addition, there is a large Hindu population in Kenya (around 300,000), who have played a key role in the local economy; they are mostly of Indian origin.",1,3666
When was the congregation at St. George's founded?,"At this time, Methodists had not yet broken away from the Anglican Church and the Methodist Episcopal Church was not founded until 1784.",1,4957
What was Maria Curie the first female recipient of?,"Though Chopin was born in the village of Żelazowa Wola, about 60 km (37 mi) from Warsaw, he moved to the city with his family when he was seven months old.",1,4746
How much thrust was estimated for the translunar flight?,"Because the CSM design was started early before the selection of lunar orbit rendezvous, the service propulsion engine was sized to lift the CSM off of the Moon, and thus was oversized to about twice the thrust required for translunar flight.",0,2876
What does the Fermat primality test depend upon?,"If we have a number b that we want to test for primality, then we work out nb",1,2615
What was Luther's Disputation of Martin Luther on the Power and Efficacy of Indulgences later called?,"Hans Hillerbrand writes that Luther had no intention of confronting the church, but saw his disputation as a scholarly objection to church practices, and the tone of the writing is accordingly ""searching, rather than doctrinaire.",1,2559
Besides the radicals who else did Luther have to deal with?,"By working alongside the authorities to restore public order, he signalled his reinvention as a conservative force within the Reformation.",1,131
What geochemist developed the uranium-lead dating method into lead-lead dating?,"Just and Lynn Margulis, computer scientist Richard Hamming, the creator of the Hamming Code, lithium-ion battery developer John B. Goodenough, mathematician and Fields Medal recipient Paul Joseph Cohen, and geochemist Clair Cameron Patterson, who developed the uranium-lead dating method into lead-lead dating.",0,388
Where did the earliest item in the V&A glass collection come from?,"The stained glass collection is possibly the finest in the world, covering the medieval to modern periods, and covering Europe as well as Britain.",1,3288
What countries use a red stylized A to signify pharmacy?,"Pharmacy organizations often use other symbols, such as the Bowl of Hygieia which is often used in the Netherlands, conical measures, and caduceuses in their logos.",1,4123
What did Luther's opponents think that it meant about God's presence?,"Zwingli, for example, denied Jesus' ability to be in more than one place at a time but Luther stressed the omnipresence of his human nature.",1,5097
Why did they teach them to grow peas?,"The commercialisation of the pigeon pea is now enabling some farmers to buy assets, ranging from mobile phones to productive land and livestock, and is opening pathways for them to move out of poverty.",1,4783
"Which two importers claimed that under a French competition law, they were prevented from selling Picon beer under wholesale price?","In Konsumentombudsmannen v Gourmet AB the Court suggested that a total ban for advertising alcohol on the radio, TV and in magazines could fall within article 34 where advertising was the only way for sellers to overcome consumers' ""traditional social practices and to local habits and customs"" to buy their products, but again the national courts would decide whether it was justified under article 36 to protect public health.",1,896
What was the name for the new radio concept designed by Allen Shaw?,"The new concept called ""LOVE Radio"", which featured a limited selection of music genres, was launched on ABC's seven owned-and-operated FM stations in late November 1968; the concept replaced nearly all of the programming provided by these stations; however, several affiliates (such as KXYZ) retained the majority of their content.",0,2874
What is an etioplast?,"An etioplast is a plastid that lacks chlorophyll, and has inner membrane invaginations that form a lattice of tubes in their stroma, called a prolamellar body.",0,3938
What was telenet,Telenet was the first FCC-licensed public data network in the United States.,0,4058
What proclamation abolished protestantism in France?,Renewed religious warfare in the 1620s caused the political and military privileges of the Huguenots to be abolished following their defeat.,1,4213
Where are the gonads located?,"The gonads are located in the parts of the internal canal network under the comb rows, and eggs and sperm are released via pores in the epidermis.",0,4962
"In the Philippines, what percentage of secondary school students attend private schools?","In the Philippines, the private sector has been a major provider of educational services, accounting for about 7.5% of primary enrollment, 32% of secondary enrollment and about 80% of tertiary enrollment.",0,5410
"Along with public schools, what type of school was recognized under the South African Schools Act?","The South African Schools Act of 1996 recognises two categories of schools: ""public"" (state-controlled) and ""independent"" (which includes traditional private schools and schools which are privately governed[clarification needed].)",0,1175
"Where was an elected assembly to be set up, under the terms of the Scotland Act of 1978?","Under the terms of the Scotland Act 1978, an elected assembly would be set up in Edinburgh provided that the majority of the Scottish electorate voted for it in a referendum to be held on 1 March 1979 that represented at least 40% of the total electorate.",0,1715
What runs from the balancer in the statocyst to the comb rows?,"There are eight rows of combs that run from near the mouth to the opposite end, and are spaced evenly round the body.",1,260
Who appoints the board of the European Central Bank?,"Beyond the Commission, the European Central Bank has relative executive autonomy in its conduct of monetary policy for the purpose of managing the euro.",1,4487
"Besides viniculture, what's a dominant economic sector of the Middle Rhine?",The dominant economic sectors in the Middle Rhine area are viniculture and tourism.,0,3821
"Which part of London was Sir Paul Pindar's house, whose façade now resides in the V&A collection, located?","As well as period rooms, the collection includes parts of buildings, for example the two top stories of the facade of Sir Paul Pindar's house dated c1600 from Bishopsgate with elaborately carved wood work and leaded windows, a rare survivor of the Great Fire of London, there is a brick portal from a London house of the English Restoration period and a fireplace from the gallery of Northumberland house.",0,392
Who was brought it to work on the museum after the death of Captain Francis Fowke?,"Henry Young Darracott Scott, also of the Royal Engineers.",0,111
By what main attribute are computational problems classified utilizing computational complexity theory?,"Computational complexity theory is a branch of the theory of computation in theoretical computer science that focuses on classifying computational problems according to their inherent difficulty, and relating those classes to each other.",0,2789
How much Victorian farmland is farmed in grains?,Victorian farms produce nearly 90% of Australian pears and third of apples.,1,1526
What area in modern-day Canada received Huguenot immigrants?,"The bulk of Huguenot émigrés relocated to Protestant European nations such as England, Wales, Scotland, Denmark, Sweden, Switzerland, the Dutch Republic, the Electorate of Brandenburg and Electorate of the Palatinate in the Holy Roman Empire, the Duchy of Prussia, the Channel Islands, and Ireland.",1,384
What can it sometimes take up to 14 years to get permission to build on?,Other causes of extra-legal property are failures to notarize transaction documents or having documents notarized but failing to have them recorded with the official agency.,1,4986
What do radical Islamist organizations reject entirely?,"Radical Islamist organizations like al-Qaeda and the Egyptian Islamic Jihad, and groups such as the Taliban, entirely reject democracy, often declaring as kuffar those Muslims who support it (see takfirism), as well as calling for violent/offensive jihad or urging and conducting attacks on a religious basis.",0,2527
What brought the downfall of Jacksonville filmmaking?,"Over the course of the decade, more than 30 silent film studios were established, earning Jacksonville the title of ""Winter Film Capital of the World"".",1,385
What did Watt add to Newcomen's engine between 1763 and 1775?,Boulton and Watt's early engines used half as much coal as John Smeaton's improved version of Newcomen's.,1,3337
How many Huguenots were killed in Toulouse?,"Nearly 3,000 Protestants were slaughtered in Toulouse alone.",0,3189
Who considers Luther's speech a world classic?,"At the end of this speech, Luther raised his arm ""in the traditional salute of a knight winning a bout.""",1,3057
How is packet switching charecterized,"Packet switching contrasts with another principal networking paradigm, circuit switching, a method which pre-allocates dedicated network bandwidth specifically for each communication session, each having a constant bit rate and latency between nodes.",1,4093
How many points are there in the foundation of the Reformation?,His railing against the sale of indulgences was based on it.,1,1203
"Prior to Manning, who was the oldest quarterback to play in a Super Bowl?","The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager.",0,3495
Oxygen is released in cellular respiration by?,It is too chemically reactive to remain a free element in air without being continuously replenished by the photosynthetic action of living organisms.,1,5045
Where was the new media day event for Super Bowl 50 held?,"The event was held on February 1, 2016 at SAP Center in San Jose.",0,850
What did Guo Shoujing do for calendars?,"There are no explicit signs of Muslim influences in the Shoushi calendar, but Mongol rulers were known to be interested in Muslim calendars.",1,3688
Southern California's economy can be described as one of the largest in the United States and what other characteristic?,"It is dominated and heavily dependent upon abundance of petroleum, as opposed to other regions where automobiles not nearly as dominant, the vast majority of transport runs on this fuel.",1,1619
Who did Disney sell the four newspapers that ABC controlled to?,"Around the time of the merger, Disney's television production units had already produced series for the network such as Home Improvement and Boy Meets World, while the deal also allowed ABC access to Disney's children's programming library for its Saturday morning block.",1,2507
"Boycotting, refusing to pay taxes, sit ins, and draft dodging all make what harder?","Some forms of civil disobedience, such as illegal boycotts, refusals to pay taxes, draft dodging, distributed denial-of-service attacks, and sit-ins, make it more difficult for a system to function.",0,1159
Who was the ABC Radio president in 1968?,"In July 1968, ABC Radio launched a special programming project for its FM stations, which was spearheaded by Allen Shaw, a former program manager at WCFL in Chicago who was approached by ABC Radio president Harold L. Neal to develop a format to compete with the new progressive rock and DJ-helmed stations.",0,3164
