review,sentiment
"`` Idiocracy '' is the latest film to come from Mike `` Office Space '' Judge , and it certainly follows a similar theme of that film in the fact that it is an observation of stupidity and how mediocrity can overcome adversity ... relatively speaking . It is a story about Joe Bauer ( Luke Wilson ) , who is , quite literally , the most average guy in existence . Joe , and a prostitute named Rita ( Maya Rudolph ) , become the test subjects for a military project of a hibernation chamber . They were to remain suspended for only one year , but due to lack of oversight , Joe and Rita are forgotten about and accidentally wake up 500 years in the future . Here 's the scary part : This film explains , in a very realistic and plausible way , how the entire population of 2505 became absolutely retarded . With no natural predators , the evolution of the human species does not necessarily favor the quickest , smartest , and strongest people for progression of genes ... just the people who breed the most . Unfortunately , those people happen to be welfare-sucking , trailer trash idiots who breed like rabbits . This abundant reproduction of the stupid people has caused an adverse effect on societal growth and now Joe and Rita are the two smartest human beings on the face of the planet . If it helps , imagine the entire population as just a hybrid of rednecks , jocks , cholos and hoochies . Seeing this nightmarish dystopia , Joe learns of and attempts to track down a time machine to see if he and Rita can get back to when they came from , and that 's basically the whole plot . But despite how one-dimensional I may make it sound , this movie is higher brow than you can fathom . Nuances are everywhere and anyone can see glimpses ( warning signs , if you will ) of modern day dumb-ciety permeating facets of everyday life and turning it into the train wreck on display in `` Idiocracy . '' The film has some truly awesome showcases of realistic retardedness put on a pedestal . I do n't want to give anything away and ruin jokes for you , but let 's just say that it is pretty thorough . I can see how some would say that it is just a lot of toilet humor , but it , odd as it may seem , has a purpose ; to show how dumb and crass these people are . This film , unfortunately , is destined to see the same fate as its predecessor , `` Office Space '' ; no one will see it in theaters , but everyone will brag about discovering this awesome/funny movie when it comes out on video . My only complaint for the film would be that the flow of the narrative sometimes gets broken so they can do a Hitchhiker's-Guide-to-the-Galaxy type exposition on how things got to be where they are , but it is a necessary evil and is implemented better here . Other than that , good characters , funny jokes , and better-than-average social commentary wrapped up in a funny bow . Final Note : If seeing our youth becoming gang-banger wanna-be 's , acting like redneck/ ghetto trash and being proud of it ... if you are educated and cultured in anyway and can see how our country is spiraling out of control into an abyss of stupidity , for god sakes , watch this movie .",1
"I was n't expecting much because of the harsh reviews , and proceeded to enjoy the movie a great deal as a result . Softer colors and less stunning compositions of the shots than some of his previous films , in my opinion , allowed the narrative to take the focus . Though the religious conflict in a vampire flick was commonplace , I felt like many of the other things were not . For example : how his powers were often revealed through interaction with her . the very strong and well acted love scenes . the symbolism of the man they killed to get closer to each other actually separating them even more . Their strong differences of what it means to be 'vampire ' created by their prior life experiences . the lack of scores of other vampires appearing or being created through the movie . I 've heard and read several things about 'tricks used in other films ' . Of course . However , i feel that tricks are used to emphasize what is happening in the scene and I feel that he does this well . I do n't need a director to use new tricks . I prefer that the tricks that are used are used well and appropriately , which i feel is the case with this film . I recommend it .",1
What a tedious turgid boring mess . This is a classic example of all that is wrong with contemporary English theater & film . About as exciting as a closet full of dirty socks . The very opposite of living film . Only the presence of Joanne Whalley gives it any spark .,0
"Mud and Sand is one of Stan Laurel 's spoofs of the popular movies at the time , this one being of Rudolph Valentino 's Blood and Sand ( hence Stan being Rhubarb Vaselino ) . While partly inconsistent on characterization ( how did he defeat those bulls in the beginning is not explained ) , this was mostly funny from beginning to end with one of the best sequences being a dance he does with his then common-law wife , Mae Laurel . Another funny sequence concerns his reluctance with romancing a femme fatale , Filet de Sole , while his wife , Caramel , is waiting for him that shows some glimpses of his later innocent character with Oliver Hardy . Well worth seeing for anyone interested in seeing Mr. Laurel 's early work before his fateful teaming that made him popular around the world .",1
"The movie is not halve as bad as people want to make you believe it is . What is the reason why so many people hate this movie ? Is it because it 's Laurel & Hardy 's last one together and it 's not their best ? Or is it because of the lack of Laurel & Hardy regulars ? Or because it 's not made by the Hal Roach studios or 20th Century Fox ? Definitely true that this movie is not a successful attempt to revive Laurel & Hardy and bring them to the '50 's . It 's also definitely true that the movie is far from their best but honestly , the movie still entertains well , making this movie also far from their worst . Not the most worthy 'goodbye ' movie imaginable but an entertaining and suiting goodbye nevertheless . Both of them retired from movies after completing this one . The movie still features some great slapstick moments and the chemistry between Laurel & Hardy is obviously still very much present . It also makes this movie better than most of their movies together from the '40 's . Quite a surprise that the slapstick humor still works out as great as it does , considering that the days of slapstick comedy had been over , ever since the '30 's . The story is perhaps not as entertaining as it could had been and it features too many sidekicks and characters , with as a result that the movie looses its focus on the boys at times . A shame , because they are still the ones that really carry and make the movie . Sad to see in what poor form Stan Laurel was at the time of making this movie . He really looked ill and old , which he also of course was . He was well over 60 years old already . But after a surgery he fully recovered and still lived for another 15 years , before dying in 1965 , 8 years after his good friend Oliver Hardy . An entertaining , though not perfect goodbye to the boys , Laurel & Hardy and the end of 3 decades of fun , humorous , quality slapstick entertainment of movies that are still being watched and loved by people all over the world . 7/10",1
"I really enjoyed `` Candid camera '' with Dom DeLuise and I was surprised to see that after the years Suzanne Somers have becomed the co-star of the show . But that was the only positive side of the show - the whole studio , the intro , the hosts - all that give the new meaning to the word `` pompous '' . Well , that would be OK if the materials were n't so cr * ppy - I mean come on , the best you can do is show few men that have problem with getting ketchup out of the bottle , Suzanne Somers walking with Halloween basket in July , ice cream place that sells only vanilla ... ? I 've seen few episodes and each time it was horrible . They were posing like it 's the greatest show ever and then fill the time with scenes so dull that I really felt embarrassed to watch . Even the people in them looked bored and that just ca n't be good .",0
"Wow.this is a touching story ! First i saw 'Rescue Dawn'.I did n't 'like ' it . And now i have seen the person , Dieter Dengler , about whom this story is being told by Herzog.Very Impressing.Dieter is a driven human being who encountered the most opposite emotions in his live on this earth.what an extraordinary life this person has led . His tale about the capture by the Patet Lao/Vietcong and thus his suffering is horrifying but what 's most impressive is his incredible will to survive.How could he find the strenght ? In a haunting way , Dieter is telling us in full flowing sentences about his terrible ordeal during his captivity ... he is a great storyteller and Herzog does him the justice this brave man deserves . In my opinion . 'Little Dieter needs to fly ' tells it all ! , leaving nothing to the imagination , thus making ' Rescue dawn ' a superfluous film . The horror does n't get more real than in the words of Dieter Dengler himself.He totally succeeds in painting the picture .",1
"Planet Earth has suffered a terrible environmental disaster so humanity now survives underground split in to different religious cults . What caused the catastrophe ? I have no idea ? why is humanity split in to different ecclesiastical factions ? I have no idea . Since the surface of the Earth can no longer support human life how are the humans able to grow crops in order to feed the population ? I have no idea . What sort of producer thought this screenplay deserved to receive funding ? I have no idea SHEPHERD is one of these films that creeps up late at night on cable channels . The sort of film where you consult the IMBb to see if it has any merits . The number of people who 've commentated on SHEPHERD on this page has n't yet reached double figures and this is a film that was released nine years ago . Perhaps the people who have never seen it are the lucky ones ? As for the rest of the plot it 's very routine . Grumpy former cop Boris Dakota whose wife and child died several years previously meets a woman and her child and it 's up to him to save their lives , almost like a futuristic western . Throw in a former wrestler who now runs the God channel , a fascist Christian bloke who 's trying to snuff out Boris , a ventriloquist , some T & A for the sake of it and you 've got a mess of a film . I guess after seeing this Neil Marshall 's DOOMSDAY is possibly a masterwork of cinema in comparison",0
"This , unfortunately , is a little-known film ..... i say `` unfortunately '' , because it ranks up there with the `` classics '' of the American silent screen ! It 's about a legend of a `` phantom chariot '' that travells all over the world , picking up the souls of those who have died . The legend says tha the last person to die on New Year 's Eve is condemned to drive the chariot for the next whole year . It brings to mind the sequence of the `` Ghost of Future Yet To Come '' in Dicken 's famous `` Christmas Carol '' . The double-exposure effects of the ghosts ( esp . when they interact with the `` live '' people ) are EXCELLENT ! If you love silent films , you MUST see THIS ; it will `` blow you away '' ! Norm Vogel Norm 's Old Movie Heaven http : //www.nvogel.com/film/film.html",1
"I just wanted to write a quick response to all those people who give this film a bad review because they think it is n't funny or that it 's boring . Here 's the trick -- - the film is not meant to be just a comedy . It 's got some depth to it . Like many Demme films it deals with people living in some of the odd corners of our society who are trying to work out how to put together a fulfilling life for themselves . Unfortunately , the movie and home video industries do n't deal well with subtlety and drop this in the `` COMEDY '' bin . It IS funny , but a lot of the humor is off-beat . However , the heart of the movie is not about the humor but about the people in it . It may not be one of the greatest films in the world but it is solid and entertaining . And the cast is one of those that shows why casting is an art unto itself . Michelle Pfieffer is great and this may be the film that showed she had some acting chops to add to her beauty . Mercedes Ruehl is a big hoot and gets to chew the scenery in the way only she can , in a role which requires it . Throw in Oliver Platt , Joan Cusack in smaller roles and the talented Dean Stockwell ... and even Chris Isaak and you 've got a great cast throughout which here , as usual , makes a great difference . Matthew Modine is fun , but more important , he 's a major hottie in this movie . Hot , cute and sexy . Sit back , expect the unexpected and let the movie take you where it wants to go and you should have a great time .",1
"There are plenty of comments already posted saying exactly how I felt about this film so Ill keep it short . `` The Grinch '' I thought was marvellous - Jim Carrey is a truly talented , physical comedian as well as being a versatile clever actor ( in my opinion ) . Mike Myers on the other hand gets his laughs by being annoying . I used to like him very much in his `` Waynes World '' and `` So I Married an Axe Murderer '' days - but Ive never been fond of Austin Powers and `` the Cat In The Hat '' has just finished me off . This film was horrible - the gags were horrible ! inappropriate for children not only in adult content but in the fact that some of them were so dated they havent amused anyone for 50 years ! The plot was messy , messy , messy ! Its a shame really because the children were very likeable as was `` Mom '' . They probably could have picked a better villain than Alec Baldwin - but he could have pulled it off if it were n't for Myers ugly , revolting over-acted portrayal of the Cat . I mean - did Myers even glance at a script ? Was one written ? The other actors seemed to have one - but the Cat just seemed to be winging it ! On the other hand I would like to mention that the sets and props were marvellous ! ! ! But unfortunately they cant save this film . Poor Dr Seuss - the man was a genius ! Dont ruin his reputation by adapting his work in a such a lazy , messy way ! ! ! 1/10",0
"I bought this movie for about 2,5 dollars at a local flea market . I thought that with the cast present in this movie ( Ice-T , Rob Lowe & Mario Van Peebles are all OK ) , it would be pretty good . Boy , was I wrong . This movie annoyed the hell out of me . Almost every scene drags on too long . The scene where Rob Lowe is watching this girl singing and dancing in a bar lasts forever ! It was one of the worst scenes I have ever witnessed in a movie . The rest is no picknick either . My guess is when they finished the movie , they only had 30 minutes of film , so they made everything last 3x longer . Conclusion : The current 1,9 rating here on imdb is right on the money . This was one of the worst movies I 've ever seen . Go watch some paint dry for 1,5 hour instead of watching this ! If you want to see some better movies made by this director , watch 'Mean Guns ' ( with Christopher Lambert & Ice-T ) or 'Postmortem ' ( with Charlie Sheen ) instead .",0
"Flawless writing and brilliant acting make this unusually delightful and witty plot-twister one of the best American films I have seen this year . Neil Labute 's terrific casting and cynical direction keeps this film from becoming too sentimental while Renée Zellweger and Morgan Freeman 's authentic performances give it a soul . Violent , provocative and humorous at the same time with a truly wonderful ending . Chris Rock , Greg Kinnear Aaron Eckhart , Crispin Glover and Allison Janney all give uproarious , tongue in cheek performances . The greatest spoof of soap operas since the movie Soap , but better and smarter . 9 out of 10 .",1
There are frames in this film that could be Renoir paintings with vivid colors against muted backgrounds . The humorous combination of sexual honesty and innocence is refreshing in this fifties film and makes palatable the old story line of the ingenue that becomes a star . The can-can number at the end seems realistic and exciting but not over the top as in an American dance sequence .,1
"I play this game exactly after I watch the trailer in old magazine advertise CD ... The is very interesting and dark atmospheric ( missing in nowadays games/movies ) . The game is set somewhere in the middle of the '90 in the spooky mysterious mansion . You play as Adam Randell and your quest is to free the soul of your death trapped father . The look of the game is doom-like , but very different type of game . A lot of a action , various puzzles , quests , mazes and many more interesting locations and characters are presented in this old classic game . The game will run only on Windows 98 and there is no patch for Windows XP .",1
"I attended a screening of this film . Travolta came to do a Q & A after the film ended . It was a small screening room in Tribeca . Out of courtesy to him I did not walk out which I wanted to do . This is film-making at its worst . To start the script was poorly written . The writer writes in one voice . The dialogue was stilted and clichéd . How this writer/director got Scarlet Johansen , John Travolta and Lions Gate Entertainment to back her on this is the only brilliant thing she accomplished in this fiasco . I do in fact recommend this film to all aspiring screenwriters , directors and filmmakers . Because when you are told that you are wasting your time and it will be impossible for you to reach your goals . Hey ... just look at this crap and say to yourself ... if they can make this then anythings poosible . PS- Travolta did a great Q & A though ... he was at ease , spoke freely and was a down to earth nice guy . The director/writer stood on the sidelines . When John tried to engage her in the conversation she stood back like a piece of wood and never joined in . I looked at her and I thought ... how was this person able to successfully `` pitch '' to agents , studio execs , top talent ... when she ca n't open her mouth at a screening of her own film . The conclusion from a few of us in attendance was that she must have strong family connections in the business . After you watch this you should follow it with Guy Ritchie 's zero star masterpiece `` Swept Away '' with the most unintentionally funny and worst performance by wife Madonna . She 's so bad and looks so bad in this film I figure this was her his way of getting back at her for all the abuse he takes from her at home .",0
"I have noticed that a lot of films that have been featured on `` Mystery Science Theater '' have received a tons of low ratings on IMDb . However , a few of the films featured on the films were n't that bad and it 's not fair to rate a film that 's been given the `` MST '' treatment -- with the hosts making funny comments during the film . Now I am NOT saying that `` The Girl in Lover 's Lane '' is a great film , but it 's not nearly bad enough to merit its current IMDb score of 2.1 . The film begins with Bix and Danny meeting . Bix is a veteran drifter and Danny a younger guy who seems to have no particular reason to be wandering about the country . Once they blow into a small town , Bix needs to rescue Danny again and again because Danny is quite naive -- a nice way of saying he has the intellect of a tomato . Along the way , something happens to the self-assured Bix -- he finds a nice young lady and finds the lure of staying put pulling at him . And , in an odd subplot , Jack Elam plays a super-creepy sicko who wanders the town scaring the crap out of everyone -- yet oddly , the police do n't seem to take much notice nor does anyone on their own do anything about him . Ultimately , however , when Elam puts the moves on a girl who Bix is falling for , things come to a full boil . Overall , while not at all a great film , there were many interesting plot elements in this film -- enough to merit a score higher than 2.1 . The biggest negatives are a simplistic conclusion to the mystery that occurs near the end as well as the total stupidity of Danny one time too often . Considering the minuscule budget , however , it 's a watchable little film .",0
"The Twilight Zone has achieved a certain mythology about it -- much like Star Trek . That 's because there are many devoted lovers of the show that no matter what think every episode was a winner . They are the ones who score each individual show a 10 and can not objectively evaluate the show . Because of this , a while back I reviewed all the original Star Trek episodes ( the good and the bad ) because the overall ratings and reviews were just too positive . Now , it 's time to do the same for The Twilight Zone . Now I was very surprised when I saw reviews for this bland episode that described it as being `` among the best '' and gave it scores of 10 . If this is the case , then why is it that everyone I know who has seen this episode hates it as much as I do ? It 's possible that me and my family and friends are all cranks but it 's also possible this is yet another case of rabid fans rabidly inflating the rating on an average or below average episode . The episode itself stars William Windom and others as various archetypes -- a soldier , a dancer , etc . They are all stuck in a cylindrical room with no escape and only at the end do you realize the `` shocking truth '' -- which is n't at all shocking and is in fact majorly lame . No , this is a badly written and unengaging episode . Yes , there were plenty of episodes of the series that deserved a 10 , but few as undeserving as this one due to a shallow script and an unappealing resolution .",0
"If one were to return to the dawn of the talking picture , one would prophesy a bright future for Harold Lloyd . Unlike his competitors , he was comedic actor trained on the legitimate stage not a performed raised in the purgatory of the music hall or vaudeville circuit . He had a good voice which matched his image . Moreover , from 1924 on , his `` silent '' films had incorporated sequences based on sound gags lost on the audience ( e.g. , the bell sequence at the Fall Frolic from THE FRESHMAN and the monkey sequence in THE KID BROTHER ) . Yet Lloyd 's sound features consistently failed at the box office once the novelty of WELCOME DANGER had ebbed . Lloyd blamed his fall on many external sources , but never realized that the Glass character 's enemy was not sound but the Great Depression . Pre-Depression audiences , giddy with optimism , may have rooted for this ambitious go-getter in whom they saw their surrogate ; Depression audiences despised him as the person likely to foreclose on their mortgage and throw them in the gutter . Compounding this problem of character choice is Lloyd 's perception as an insincere glad hander . Sincerity , of course , is a subjective appraisal , but it is undeniable that Lloyd , despite his own tragic upbringing , could never play a convincing down-and-outer . Perhaps this is because he feared returning to that state permanently . THE CAT'S-PAW fails for these reasons , but it alone suffers from the revelation of Lloyd 's pro-fascist agenda . Many film scholars believe that Lloyd was prompted to make this film because he saw the presidency of FDR as a dictatorship bent on soaking the rich and soft on crime . We should remember that he was not alone in this feeling . DeMille had directed THIS DAY AND AGE , a pro-police state drama , the previous year . We should also remember that America was founded by hotheaded tax protesters and continues to be motivated by those who want something without paying for it . TCP suffered because it treated fascism lightly in a `` comedy '' and because its release was particularly ill-timed given the events in Germany in that year . The Production Code of 1934 would ultimately curtail the glorification of vigilante justice and reaffirm the rule of constitutional law , cumbersome as it might be . The ideal of the benevolent despot , the good-intentioned all-powerful leader who brings about a utopia once freed of the checks and balances on this omnipotence , dates to classical antiquity . For this reason , totalitarian regimes fear laughter even though it acts as a safety valve . Ironically , the mere existence of TCP , a film which demonizes the democratic experience of the country of its origin , shows that FDR 's America was secure enough to accept criticism . One sees no parallel criticism in Hitler 's Germany , Stalin 's USSR , or Mussolini 's Italy . But can one laugh at the gallows humor of pending fascism ? Lloyd 's unnuanced film is skewed to the right and might have been written by Dr Goebbels himself if he 'd had a sense of humor , of course . It posits an alternative history in which a chosen one restores order and lost honor BY ANY MEANS NECESSARY , and does so with good nature and fun . Impending fascism approached by the left is , of course , Chaplin 's THE GREAT DICTATOR . This latter film has the benefit of being set in another country and based on a thinly veiled actual persona and events . THE GREAT DICTATOR produces few laughs today because it under-estimated the extent of human evil , but it succeeds despite its artless and inappropriate speechifying , because it has the distinct advantage of being vindicated by history . Lloyd , however , should be credited for two things : first , he neither made any further pro-fascist films nor produced any subsequently hypocritically pro-allied films during the War : second , he never sold TCP to television . The post-1945 world had seen the face of fascism and it was n't amusing .",0
"Meatballs is a classic comedy with so many laughs that it 's impossible to count . In what was merely a precursor of what was to come , Murray rules the screen in what can only be described as comic mastery . Tripper Harrison is one of the greatest comedy characters in the past 50 years . Sarcastic all the time , smart when he has to be , stern when he needs to be , and caring when it suits him , Murray infuses Tripper with that SNL glint in the eye . The C.I.T 's are merely in awe as they cower beneath the comic genius that is Mr. Murray . Summer is n't summer without a viewing of Meatballs . One of the best comedies to ever grace the screen .",1
"imagine `` 24 '' completely uncensored , given free license to explain the situation in any detail needed and showing how and why both protagonists do what they do to kill/prevent and you have an idea of how good this TV series is . People in the US have known for a long time that Showtime is the new HBO , they are making far better cutting edge , powerful shows and this is no exception . The show takes the viewer all the way through the creation of a sleeper cell to when an attack is attempted , taking in important facets such as faith , religion , funding , means and needs . To the uninitiated , there is much to be learnt about the Muslim faith here . Unlike on mainstream shows like `` 24 '' where the terrorists are merely nutcases who the good guys shoot , their purpose and reasonings here are fully examined . What gives the show more credence is the latest technology the cell/FBI uses and the authentic shots in europe , the US and the middle east , no expense is spared to tell the story accurately The cast are relatively unknowns but the acting is superb with the aid of a tautly-written script that constantly keeps the viewer on edge with many unexpected twists and turns . This show has not got the credit it deserves and ironically is a bit of a sleeper hit itself , must see for anyone at all interested in this genre",1
"I must admit , I was against this movie from the outset but I tried my hardest to be impartial , I really did , but the very idea of remaking a sophisticated , witty , entertaining , quirky British classic full of character has to be dubious from the outset . People in my house were watching this so I swallowed my pride and told myself to be professional about films ( I have studied them at Uni after all ) . As expected for an American film of this sort , the movie began with a chase which was n't bad . Indeed , many of the action sequences are credible and this alone lifts the mark . Yet the characterisation was abysmal , the set-pieces could very easily have been spliced from any American schlock blockbuster you might have had the misfortune to watch and it lacked all character . Seeming to take a skewed angle on the original film with a failed initial robbery , the US version does the predictable thing and introduces an emotional factor with the death of Donald Sutherland 's character . This allows our US cousins plenty of opportunity for sycophantic , dewy-eyed vengeance-seeking against the 'evil-doers ' which it milks to predictable excesses . This is never more so evident as in the scenes featuring Charlize Theron ( oh pretty ! oh so pretty ! Look at her pretty , wounded Bambi eyes , everyone ! ) which were thoroughly nauseating . Her entrance scene , particularly , was like something out of Resident Evil or Tomb Raider which were both a ) more entertaining and b ) had better beginnings because they could n't mess up a game like they could with British cinema which was already chock-full of spark , people you genuinely feel something for and moments of inspiration . But I digress , the whole inclusion of a pretty girl for the sake of it just seems like the most ham-fisted manoeuvre I 've seen in some time and exposes cynical Hollywood blockbuster-lust for what it is . If you like any of these actors , by the way , and you agree with any of the above comments , DO NOT GO TO SEE THIS FILM ! If I had the opportunity of watching 'Fight Club ' or 'American History X ' after seeing Ed Norton in this , I would have declined . Likewise Jason Statham with 'Lock Stock ' ( and I suppose 'The Transporter ' is okay if you like that sort of thing ) . Sadly , all the set-pieces are designed in the most transparent possible way to get you thinking , 'Wow ! He 's smart ! ' , 'Coo ! He 's cool ! ' , 'Hey ! What a tough guy ! ' . Then there 's the 'funny PC guy ' who has 'comic relief ' splattered across his forehead but whose humour content can be anticipated two minutes in advance . To be honest , if you 've seen one or two films like it , you might easily confuse the two as clones from the Jerry Bruckheimer stable . Not that Jerry is irredeemably awful , by the way , but he just uses the clichés to excess as everyone knows ( or should ) . This is where I have to come clean . I did n't manage to make it to the end , so I could n't even say whether the brilliant ending in the Michael Caine version made it but , I 'm sorry , it 's just one of those extremely rare films that , if I 'd seen it at a cinema , I would have walked out and staged a small protest outside . It 's not just that it is another identical by-the-numbers Ocean 's 14 or something ( Ocean 's Eleven was fine but do n't bother with the rest ! ) with all the glitz , glamour , fake sass and pantomime heroics of such a film but I could n't recognise anything from the original at all . So , if you are expecting 'THE Italian JOB ' and not 'OCEAN 'S 14 ' albeit badly written with a less established cast and characters , some disingenuous elements and cardboard cut-out script-writing then DO NOT WATCH ! I do n't mind people liking a bit of mindless fun but this is a criminal hatchet-job that does not deserve in any way to parade itself under the title of a classic . Seriously , show some pride ! I felt thoroughly justified in my outraged and sickened reaction when I first heard that the film would be made . Avoid at all costs ! P.S . Some of the action sequences are n't bad at all so add an extra ' 1 ' to the mark if you like this sort of thing .",0
"I bought a tape of this film based on the recommendation of other IMDb users and have to say that I was very disappointed . I 'm a college professor and showed this movie to my class ; they unanimously voted that it 's a terrible film . I guess that if you like the old Dark Shadows series , then maybe you 'll like this . ( I liked Dark Shadows when I was a kid in the '70s , but now I think it 's just awful ) . The first half hour or so at least has the virtue of some fidelity to Wilde 's novel . After that , the story veers wildly off course , at least as compared with the 1945 MGM version ( which won two Oscars ) . Nigel Davenport as Lord Henry is really about the only thing watchable in the whole production . A lot of the other acting is bad , the music is melodramatic , and look of the film is terrible . Actually , it 's not a film at all -- it was obviously shot on video and has that characteristically claustrophobic BBC look about it . The opening scenes are particularly poorly lit , the women 's costumes are terrible ( the men look all right ) , and a lot of the characters -- including Dorian -- seem to have 1970s rather than Victorian hairstyles . The movie does well to include a lot of Wilde 's dialog , but the voice-over narration in the voice of Dorian contains a lot of rubbish that directly contradicts Wilde 's character . I 'm a big Oscar Wilde fan , and I fear that he must have rolled over violently in his grave when this monstrosity was made . Its only improvement over the 1945 version is that the homosexual subtext is definitely more apparent , without being heavy-handed . I have n't seen either of the more recent versions , but if one is interested in seeing the story well told , I would have to recommend the 1945 MGM black-and-white over this one .",0
"Pistol-packing Pam Grier takes names and kicks butt as the heroine in `` Asylum of Satan '' director William Girdler 's entertaining blaxploitation actioneer `` Sheba Baby , '' co-starring D'Urville Martin and Austin Stoker . `` Sheba Baby '' is one of several tough chick flicks that Grier appeared in during the 1970s , including `` Coffy , '' `` Foxy Brown , '' and `` Friday Foster . '' The short-lived Girdler co-wrote this thoroughly routine private eye potboiler with producer David Shelton in one night and it features a headstrong female shamus that refuses to rely on a man to help her take care of business . Unfortunately , `` Sheba Baby '' is n't nearly as good as the blaxploitation movies that Grier made under the supervision of director Jack Hill . Hill helmed the African-American North Carolina native in `` Coffy , '' `` Foxy Brown , '' `` The Big Bird Cage , '' and `` The Big Doll House . '' Anybody that analyzes images of African-American women in cinema should be familiar with these epics . The chief problem with `` Sheba Baby '' is that our heroine gets too many convenient breaks . Naturally , the secondary villains are trigger happy clowns that could n't hit the side of a barn with a howitzer . As the main antagonist , Dick Merrifield qualifies as both an egotistical as well as smarmy villain with choice lines like : `` Anything worth having is worth stealing . '' Additionally , composer Monk Huggins does provide a strong , atmospheric orchestral soundtrack , and the best song , with Barbara Mason warbling it , is `` Good Man Is Gone . '' `` Sheba Baby '' casts Grier as stylist Chicago gumshoe Sheba Shayne . She leaves the Windy City to return to her hometown of Louisville , Kentucky , to help out her father . When she arrives in Louisville , Sheba learns that her father , Andy ( Rudy Challenger of `` Detroit 9000 '' ) , is having trouble with a local black gangster nicknamed Pilot ( cigar-chomping D'Urville Martin of `` Hammer '' ) who demands that Andy sell out his loan company to Pilot or die . Initially , Pilot dispatches a goon squad to trash Andy 's office , but our heroine 's father catches them in the act . They turn Sheba 's father into a punching bag . Interestingly , during the fight scene , Girdler rarely shows fists smashing flesh . Earlier , Andy 's right-hand man , Brick Williams ( Austin Stoker of `` Horror High '' ) , had sent Sheba a telegram requesting that she return to Louisville , but she did n't receive it immediately thanks to her lazy partner who did n't know where to find her . Brick and Sheba hook up , rekindle their romantic flames , and share a night in the sack . Brick spends most of his time urging Sheba to remain calm in the face of adversity . As a former Louisville , Kentucky , police woman , Sheba prefers to shoot first and ask questions second . After she arrives home , Sheba borrows her father 's car and barely escapes being blown to bits . As she is walking out the door to get into her father 's car , Andy receives another harassing call from Pilot . Previously , Andy had refused to discuss the prospect of selling his loan company to Pilot , but Andy changes his mind and agrees to talk with the hoodlum . A gratified Pilot warns Andy about the dynamite that has been attached to his ignition with a delayed action fuse . In other words , cranking up the car wo n't trigger the explosion ; the explosion comes ten seconds later . Andy and Brick rescue Sheba before the car blows up . Earlier , Sheba had agreed to let her father handle his problems without her interference . `` Dad , I know you think I 'm doing a man 's job , but I 'm not going to sit on the sidelines just because I 'm a woman , '' Sheba tells him . After her near-death experience , Sheba vows to learn who sabotaged her father 's car . She grilles an old contact from her days as a cop and threatens the guy with her gun to extract the information . Only after Sheba has ground the guy 's face into a bucket of chlorine dust does he relent and tell her about a pay-off at the town 's railroad museum . Brick accompanies Sheba and shooting ensues with a flustered Pilot getting away by the skin of his chin . Later , Pilot sends a quintet of out-of-town contract thugs armed-to-the-teeth to trash Andy 's office . These gunsels ignore their no-kill orders . Not only do they shoot the loan company office to ribbons , but they also blast Sheba 's dad with a shotgun . Sheba retaliates in short order . Wielding her nickel-plated revolver , she guns down three of the four assailants Dirty Harry style . The last hit-man discards his weapon and pleads for mercy . Sheba has her finger on the trigger when Homicide Detective Phil Jackson ( Charles Kissinger of `` Abby '' ) and a uniform cop arrive on the scene . At the hospital , Andy Shayne dies holding his daughter 's hand . Naturally , Pilot is furious at this revelation and his fury borders on apoplexy . Afterward , Sheba tracks down a loan shark , Walker ( Christopher Joy of `` Cleopatra Jones '' ) , and pries information out of him about the Pilot while she holds him at gunpoint in a car wash . This is one of the better staged scenes with lots of ominous shots of the car wash equipment whirling and humming . Walker warns Pilot about Sheba . Pilot and his henchmen confront Sheba in a parking lot and swap lead . Sheba flees on foot to a nearby carnival . While the police corner one of Pilot 's men , she deals with the others . Pilot shoots one of his own accidentally and Sheba runs him down . She pins Pilot to a roller-coaster track and threatens to hold him there until the roller-coaster cuts his head off . Pilot manages to escape after he has spilled his guts to Sheba about the identity and phone number of the big man , Shark ( Dick Merrifield of `` The Hellcats '' ) , whose reputation is so immaculate that Detective Jackson describes him as `` the guy with all the right answers . '' `` Sheba Baby '' is n't top-notch Pam Grier . However , the idea that our heroine can handle everything by herself without help from guys makes it interesting as well as entertaining chick flick .",1
"I think this is one hell of a movie ........... We can see Steven fighting around with his martial art stuff again and like in all Segal movies there 's a message in it , without the message it would be one of many action/fighting movies but the message is what makes segal movies great and special .",1
"This is one of the best presentations of the 60 's put on film . Arthur Penn , director of Bonnie and Clyde and Little Big Man , saw that Steve Tesich 's outstanding script rang with truth , and from these two talents comes solid cinema . Jodi Thelin 's Georgia Miles gives male viewers a hit of pained nostalgia for the archetypal beauty who is almost within our grasps , but , always just out of reach . Just see it , or you cinematic education will be incomplete .",1
"This film was amazing , it was extremely funny and moving . Damien O'Donnell and Jeffrey Caine have put together a great movie which will appeal to all ages . James McAvoy and Steven Robertson made this film brilliant . Their acting was excellent , there was this real lifelike feeling between them , that made you really believe they were the characters they were acting out . Romola Garai is amazingly gorgeous and brilliant in her role . The story of these two physically challenged people and their carer is well put over , and you really start to grow to know and feel for the characters as the movie goes on , it was especially upsetting at the end . I would recommend this movie to anyone that loves a truly heart felt movie , warning to the more sensitive viewer make sure you have tissues you will need them . Again amazing film ! !",1
